Sentiment	Text
Negative	Sorry gang, 2nd Act of Ant-Man just kills my buzz. SO BORING and the writing is REALLY bad. I'm hoping this stuff wasn't in Wright's script.
Negative	Watched Paper Towns on Saturday and I'm still very disappointed with the movie
Negative	Kamala, who defended Hulk Hogan following the racial tirade scandal that broke out on Friday, discussed the... http://t.co/9cJx9NWO5o
Negative	If you're seeing the weekend instead of Paul McCartney at lolla Friday I am judging the fuck out of you.
Negative	If Yakub is not dead by this time tomorrow- let the judges who delayed it pay for his upkeep.My tax money is not meant to for terrorists
Negative	Listening to Bad Blood on the radio 1st time: this is awful 8: people like this? 15: that bass line isn't so bad  Now: NOW WE GOT BAD BLOOD
Negative	Victims are late.. with Mukul Rohtagi there is no chance that Yakub will be Hanged on 31st..
Negative	Yakub may not be hanged because Hindus are not united. This is the sad and bitter truth. Live with it.
Negative	@sebpatrick I'm seeing Ant-Man tomorrow. If it has an ant called Antony, and that ant dies, if this is a spoiler, I will be so mad at you.
Negative	Yakub should be hanged to death tomorrow the Mumbai's culprid else will oppose it by following a black day
Negative	Lakh of cases R pending in supreme court even than Yakub's case being heard 6/7th time today as if there no work in court.public want answer
Negative	PODGODZ 165: Podgodz 165 Recorded 28 July 2015 I saw Ant-Man, I should not have. Midroll sells to, I want to s... http://t.co/dSsOjPvs7K
Negative	Live:Supreme Court approved the death warrant,Yakub will be hanged tomorrow at 7 am in Nagpur Jail@PranabMukherjee@PMNarendraModi
Negative	Yakub to be hanged at 7am tomorrow. Yakub's birthday will be his death day
Negative	@kavita_krishnan @sagarikaghose tomorrow morning u will get reply, yakub will be hanged. India is not going to be govern by presstitutes,
Negative	@5Forty3 the way MSM and leftists are crying for Yakub, ppl may mistake him as some son-of-soil patriot sacrificing himself for nation
Negative	@AsimBajwaISPR ur terrorist is going to be hanged tomorrow Yakub. stop sending terrorist u failed nation!!
Negative	Ant-Man tomorrow. Looking forward to it, but some asshole ruined it for me.
Negative	"@NeelakshiGswm @kavita_krishnan Kaash  she will commit suicide if yakub will be hanged tomorrow '' DOUBLE BONUS"" wow"
Negative	Very bad idea 2 allow the dead body of Yakub to come to Mumbai-situation may become evn more tense @Dev_Fadnavis @HMOIndia @BJPRajnathSingh
Negative	one may argue yakub has gone thro process. hanging on his birthday is bigger message and scar to paki lovers. dangerous game has just begun
Negative	if Yakub had faith in Indian Judicial System that he came back, why did he blow up people in Mar-93 as justice for riot victims?
Negative	Would love to watch the live screening of Yakub being hanged tomorrow... #YakubVerdict
Negative	"@mihirssharma Hey fucker! Cry as much u want.Ur ""bother"" Yakub is going to be hang tomorrow.Suck it bitch."
Negative	Do not miss the point. Today it is for Yakub. Tomorrow the candles will burn for rapists on death row. These same feminists will light them.
Negative	@brownbrumby Agree with 2nd part,but Yakub is no reason. Best logical argument against his hanging by @Raghav_Bahl. @YRDeshmukh @asadowaisi
Negative	I wish Mani Shankar Aiyar commit suicide tonight to meet Yakub tomorrow in hell
Negative	@Flipkart @MotorolaIndia Flipkart isn't letting me exchange my Moto G 2nd gen mobile. They are cancelling my orders. You just lost a buyer.
Negative	#YakubToHang Matter of fate; Yakub to be hanged tomorrow on his b'day. Apart 4rm all v sud nt forget dat he is being paid off 4 his sins.
Negative	Yakub death may be unfortunate bt we shud respect SC's decision n not vitiate atmosphere in the name of religion #YakubToHang #YakubVerdict
Negative	Yakub meman    Going to hang the credibility of Indian judiciary tomorrow. Rules for mercy and humqnity not for rope.
Negative	Hulk Hogan. More like Bulk Fooligan. Some folks never know when it's time to leave the room. He's had his day in the sun. Time to go away!
Negative	All stoned with weed march to Jantar Mantar. LOL. Y don't @kavita_krishnan volunteer to be hanged instead of Yakub? https://t.co/BgAc4fZYZG
Negative	Worse ! Yakub was the polished thinktank CEO, Tiger was the roughneck shop-floor-Foreman of this evil-enterprise !  https://t.co/o3Bd4HrluE
Negative	The most conclusive argument against the bleeding hearts and why logic doesn't hold for them in Yakub's hanging. https://t.co/RrlAj1K9aN
Negative	@SappyReDevil Yakub has to be hanged and he will definitely be hanged at 7 am tomorrow morning. Birthday = death day.
Negative	#YakubVerdict: my 11yr old exclaimed, tomorrow will be the worst birthday for Yakub but his 1st bday was worst for the country! Makes sense
Negative	@rupasubramanya your arguments may be valid in an overarching debate on DP. Too late in the game now for Yakub. Folks shut have spoken...
Negative	~ for, but worst of all, he's cheated the WWE Universe out of what they truly deserve. Monday night was just beginning, if Seth Rollins is ~
Negative	@tehseenp I just can't believe ppl like you exist, why don't u and Yakub just elope to Pakistan.https://t.co/9V4LKjh2Wb
Negative	If all the 297 traitors sign an affidavit to be hung instead of Yakub, SM might recommend Yakub to be released tomorrow.  Ur time starts now
Negative	Pranab Mukherjee has just again rejected Yakub's 2nd mercy petition, hanging would be on as per schedule at 7am tomorrow #HangYakubNow .
Negative	Spare me the nuances, Yakub is certainly not innocent. Rarest of the rare case? May be! #YakubToHang
Negative	Still not clear whether Yakub will be hanged Thursday! One more challenge to his death sentence in the SC
Negative	I want to hear yakub dead, when I wake up tomorrow #HangYakub
Negative	Why is Stone Cold on the cover of #WWE2K16? He's hardly ever on anymore. Seth Rollins would be better. This may declare a no buy for me!
Negative	Hulk Hogan may have made some racist remarks.  On a larger note he made his no-talent behemoth of a daughter famous.
Negative	If something wrong happen tomorrow due to Yakub death sentence, media should be blame for it. They r making it more sensitive. #YakubToHang
Negative	Yakub's hanging may have created a fear in the minds of the terrorists, but it hasn't created any difference in our country
Negative	@tajinderbagga No issues if he is saving an innocent of any religion, but Yakub killed hundreds of innocent, tomo Bhushan may back ISIS too!
Negative	Why Yakub is so scared of death, when he is sure of getting 72 virgins tomorrow? Why Siculars are denying Allah's guaranteed reward? Sad.
Negative	I don't have Faith on  constitution.Sorry to Yakub's family.. May God bless Yakub's soul with rest and peace in heaven.Hang rapist first..
Negative	I think aftr seeing all this #YakubToHang drama, the security guy at d jail would like to shoot Yakub dead rather than hanging him tomorrow
Negative	Dr. going to see lot of people of stomach pain due to yakub's hanging tomorrow @abhijeetsinger @sardesairajdeep @MrsGandhi @smitaprakash
Negative	And even after all the petitions, all the hearings, someone will say tomorrow that Yakub didn't get a fair trial.
Negative	desperately want to go to jason aldean in september with my niggas but the majority of my friends hate country :,( sad tweet
Negative	Well Jokes apart, today or tomorrow Yakub has to meet with with 72 Hoors. S
Negative	Like Hulk Hogan more now. Don't need to boycott WWE either, I already boycott BS. Shame he may be purged from prestigious fake wrestling HOF
Negative	Yakub's Mercy plea has been rejected.  May you be served justice in here after.  #YakubMemon
Negative	That's one sex tape I hope to NEVER see!  Is Hulk Hogan a racist? Find out what @PeachesNCreamSF has to say about it http://t.co/1Bv5hkss8I
Negative	They may have ditched Hulk Hogan but the WWE still stink: http://t.co/F2SQ5ADNtd http://t.co/Kz1up2mlvC
Negative	But it's nothing that 257 families lost their family members because of Yakub.  https://t.co/U8A37eWphV
Negative	@ndtv Y don't u ask ur reporters to collect pottys of Yakub menon so tomorrow you can sell it as Secular fertiliser..rubbish reporting shame
Negative	News channels should stop telecasting the Yakub's news. It may lead 2 communal disturbance. Rather they can cover Abdul Kalam's last journey
Negative	Yakub has gone. whatever happened may be right. I want asked Kiran bedi .that whatever Yakub done.it was wrong  but after Babri masjid --
Negative	@D_J_Harvey I think they may want a guy with back problems. Here, have Ryan Braun!
Negative	Tomorrow they will discuss #YakubHanged after their Friday prayer. Bad part is 100s of youth will get inspired to be the next Yakub.
Negative	Yakub may or may not hav deseved death but he definitely deservd life imprisonment 4his deeds.Shame on those who are painting him as a saint
Negative	Actually today was Yakub's birthday. I wish him many many returns of this day. May he hang in hell too.!!
Negative	You mean I have wait until SHARKNADO 4 to know what happened to April?! This is bullcrap! Bullcrap I tell you! Ahhhh!!! #Sharknado3
Negative	Yakub is hanged.Y d cry!!Y d nonsense over his religion.Whtevr religion he may belong 2,he ws a terrorist n thts all 1 needs 2 c n undrstnd
Negative	"This pic worry all ""Seculars"" too.... the way they created sympathy for Yakub, may create many more such with that..  http://t.co/thLcx5Mkwf"
Negative	One may argue if hanging Yakub was right or wrong. But the people who are trying to portray him as a communal hero are purely anti-national
Negative	@Atheist_Club look I can understand the argument for abolishing death penalty. You may have a point. But remorse for Yakub? Give me a break
Negative	@flipkartsupport are you kidding me? I want to replace my old phone with Moto G 3rd Gen at any cost. Do anything. It's not my fault.
Negative	"All those who petitioned for stopping Yakub's hanging , may hang themselves ...This would be the best  ""Shraddhanjali"" to him"
Negative	@thanthitv It seems that PMK leader may be wrongly advised about Yakub acts.PMK leader may think that he is patriot.
Negative	You can't escape the truth by closing eyes.  If not Yakub today, something else tomorrow;they will be like this only https://t.co/MtZycRuAwa
Negative	Yakub meets destiny chosen by himself. For the killers waiting may be longer the destination will be the same!!!!
Negative	Yakub financed the blasts and died but his brother did not care enough for him.  Tiger did not come and surrender  t http://t.co/yEH9cZFBGi
Negative	This weekend on the Fair &amp; Balanced network, Fox News Sunday's guests are crazy conservative Rick Perry and nutty conservative John Kasich.
Negative	Boko Haram Slits Throats Of 10 Fishermen Near Lake Chad: Boko Haram insurgents on Monday slit the throats of t... http://t.co/UT8RkIOnjB
Negative	#YakubHanged Congi liberals who are whining Kalam would have pardoned Yakub should have supported Kalam's 2nd term. Why all the drama now?
